GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0070585	P	protein localization in mitochondrion	5	1056	20	37767	0.0005	0.068	// AT5G09420 // AT5G50810 // AT3G27070 // AT1G61570 // AT1G27390 
GO:0006626	P	protein targeting to mitochondrion	5	1056	20	37767	0.0005	0.068	// AT5G09420 // AT5G50810 // AT3G27070 // AT1G61570 // AT1G27390 
GO:0033554	P	cellular response to stress	24	1056	399	37767	0.00065	0.077	// AT5G56950 // AT5G26680 // AT5G45380 // AT5G46330 // AT3G54420 // AT1G52500 // AT1G01880 // AT2G31970 // AT2G26560 // AT4G02460 // AT5G48850 // AT3G26680 // AT3G13782 // AT3G49620 // AT3G52905 // AT1G02860 // AT5G57220 // AT2G19490 // AT5G13080 // AT5G57450 // AT1G19250 // AT5G40840 // AT1G65470 // AT1G18570 
GO:0006468	P	protein amino acid phosphorylation	45	1056	946	37767	0.00065	0.077	// AT1G66980 // AT3G47090 // AT1G74360 // AT5G65600 // AT5G46330 // AT3G22750 // AT1G09970 // AT3G09010 // AT1G61360 // AT1G10620 // AT5G45780 // AT1G56140 // AT1G51890 // AT4G04490 // AT5G50330 // AT1G11300 // AT1G61400 // AT1G51790 // AT4G39270 // AT1G21245 // AT1G61380 // AT4G21230 // AT1G67520 // AT5G65240 // AT3G46930 // AT4G11460 // AT1G18390 // AT1G61490 // AT1G79680 // AT4G18250 // AT5G46080 // AT1G03740 // AT1G67000 // AT3G47570 // AT1G53430 // AT5G59680 // AT1G61370 // AT4G27300 // AT4G28490 // AT4G20270 // AT5G07620 // AT5G55560 // AT4G29050 // AT2G17290 // AT1G61420 
GO:0051707	P	response to other organism	31	1056	599	37767	0.0013	0.14	// AT3G28940 // AT1G77920 // AT5G46330 // AT1G12210 // AT2G30770 // AT2G26560 // AT5G57890 // AT4G34135 // AT1G06160 // AT5G26920 // AT1G05010 // AT1G64070 // AT3G28930 // AT5G13740 // AT1G02860 // AT3G49110 // AT2G15480 // AT5G25910 // AT5G57220 // AT3G19260 // AT2G14610 // AT1G33960 // AT3G15352 // AT5G10520 // AT3G26830 // AT1G19250 // AT4G11850 // AT5G44420 // AT1G18350 // AT1G18570 // AT3G04720 
GO:0006950	P	response to stress	90	1056	2320	37767	0.0015	0.16	// AT5G26680 // AT5G45380 // AT1G52500 // AT2G30770 // AT3G13782 // AT3G49620 // AT1G64070 // AT5G39610 // AT1G77920 // AT1G02860 // AT5G25910 // AT1G12210 // AT5G57450 // AT3G21780 // AT1G52200 // AT4G08770 // AT1G57630 // AT1G58602 // AT5G43170 // AT1G18570 // AT5G62470 // AT5G56950 // AT1G58170 // AT4G11290 // AT4G24350 // AT2G14610 // AT1G72900 // AT3G26680 // AT1G06160 // AT5G26920 // AT4G11170 // AT5G65970 // AT1G47890 // AT3G49110 // AT5G57220 // AT5G56550 // AT5G10520 // AT5G54960 // AT4G11850 // AT5G38344 // AT5G13080 // AT4G02520 // AT1G58400 // AT4G02460 // AT3G54420 // AT1G01880 // AT2G26560 // AT2G26650 // AT1G71400 // AT1G80130 // AT1G16420 // AT2G41240 // AT1G02930 // AT2G30250 // AT1G58410 // AT5G22300 // AT4G21870 // AT1G19250 // AT5G24270 // AT5G43740 // AT3G15500 // AT2G31970 // AT4G16260 // AT3G04720 // AT5G46330 // AT4G13920 // AT1G66090 // AT2G26020 // AT5G48850 // AT5G44430 // AT3G52905 // AT5G40910 // AT3G04220 // AT2G23680 // AT5G03720 // AT2G19490 // AT5G61590 // AT1G78410 // AT1G57650 // AT1G13740 // AT1G52890 // AT5G27760 // AT3G45860 // AT5G44420 // AT5G40840 // AT1G19020 // AT1G10940 // AT1G18350 // AT1G21520 // AT1G65470 
GO:0010033	P	response to organic substance	57	1056	1342	37767	0.0018	0.16	// AT5G62470 // AT2G47000 // AT1G15520 // AT4G34810 // AT1G64380 // AT4G23550 // AT5G20810 // AT3G16530 // AT1G08930 // AT2G37430 // AT3G28210 // AT3G23150 // AT2G17290 // AT1G62380 // AT1G74670 // AT3G21780 // AT5G03730 // AT1G06160 // AT5G26920 // AT3G48100 // AT3G43920 // AT1G19050 // AT1G26960 // AT1G02860 // AT2G46400 // AT1G18350 // AT4G34800 // AT5G25910 // AT2G31230 // AT3G28580 // AT5G62920 // AT3G19260 // AT2G18300 // AT1G69530 // AT5G25900 // AT1G31880 // AT2G44080 // AT3G53250 // AT4G33050 // AT4G38850 // AT4G19700 // AT3G26830 // AT1G13740 // AT5G43700 // AT2G40670 // AT5G44420 // AT1G74890 // AT3G60690 // AT4G34770 // AT3G15500 // AT1G66370 // AT3G50260 // AT5G43170 // AT4G26150 // AT5G03720 // AT1G18570 // AT3G04720 
GO:0009607	P	response to biotic stimulus	32	1056	638	37767	0.0017	0.16	// AT3G28940 // AT1G77920 // AT5G46330 // AT1G12210 // AT2G30770 // AT2G26560 // AT5G57890 // AT4G34135 // AT1G06160 // AT5G26920 // AT1G05010 // AT1G64070 // AT3G28930 // AT5G13740 // AT1G02860 // AT1G15520 // AT3G49110 // AT2G15480 // AT5G25910 // AT5G57220 // AT3G19260 // AT2G14610 // AT1G33960 // AT3G15352 // AT5G10520 // AT3G26830 // AT1G19250 // AT4G11850 // AT5G44420 // AT1G18350 // AT1G18570 // AT3G04720 
GO:0009743	P	response to carbohydrate stimulus	16	1056	240	37767	0.0019	0.16	// AT1G64380 // AT1G08930 // AT5G25910 // AT2G31230 // AT5G03730 // AT1G74670 // AT3G28210 // AT5G03720 // AT3G50260 // AT4G23550 // AT5G43170 // AT4G33050 // AT3G16530 // AT2G37430 // AT2G46400 // AT1G19050 
GO:0009735	P	response to cytokinin stimulus	9	1056	94	37767	0.002	0.17	// AT2G47000 // AT2G40670 // AT4G26150 // AT1G74890 // AT2G18300 // AT3G48100 // AT1G31880 // AT1G19050 // AT5G62920 
GO:0009736	P	cytokinin mediated signaling pathway	6	1056	48	37767	0.0034	0.26	// AT2G40670 // AT1G74890 // AT3G48100 // AT1G31880 // AT1G19050 // AT5G62920 
GO:0006807	P	nitrogen compound metabolic process	135	1056	3826	37767	0.0037	0.27	// AT1G64380 // AT5G26680 // AT1G60850 // AT1G27980 // AT1G52500 // AT1G06160 // AT2G30770 // AT4G23550 // AT2G18000 // AT1G69720 // AT3G21540 // AT2G37430 // AT5G15700 // AT4G14660 // AT1G18500 // AT3G13782 // AT3G24490 // AT1G29940 // AT5G20600 // AT1G30455 // AT3G50700 // AT4G12750 // AT3G56970 // AT2G41880 // AT3G04670 // AT2G29540 // AT1G05010 // AT3G47640 // AT3G56980 // AT5G57450 // AT3G13940 // AT4G39780 // AT3G50260 // AT1G18570 // AT3G15150 // AT5G62470 // AT1G29280 // AT5G56950 // AT5G17300 // AT4G17610 // AT2G31970 // AT5G18170 // AT3G21270 // AT3G57660 // AT2G37690 // AT3G57390 // AT3G26680 // AT1G66370 // AT3G22690 // AT3G62420 // AT1G18400 // AT2G42280 // AT2G31230 // AT3G16220 // AT5G57220 // AT3G44740 // AT3G48830 // AT1G10585 // AT2G30250 // AT3G26830 // AT5G26930 // AT4G37670 // AT1G16820 // AT3G45590 // AT4G14790 // AT4G31620 // AT1G24807 // AT5G58280 // AT3G22460 // AT1G01880 // AT2G47300 // AT2G18290 // AT5G41880 // AT4G35630 // AT5G57890 // AT1G27890 // AT3G59890 // AT1G49480 // AT3G43920 // AT2G41240 // AT4G26600 // AT1G25470 // AT2G46400 // AT1G16640 // AT2G40360 // AT2G40200 // AT4G14700 // AT5G22300 // AT2G22200 // AT4G12290 // AT4G02460 // AT3G14990 // AT3G25890 // AT4G04940 // AT5G16570 // AT1G67120 // AT3G63380 // AT5G56840 // AT1G68990 // AT3G46210 // AT5G04150 // AT3G20330 // AT1G52160 // AT1G24909 // AT5G61590 // AT1G62380 // AT5G46920 // AT1G66140 // AT2G24680 // AT1G25155 // AT5G02320 // AT1G26960 // AT3G52905 // AT1G20000 // AT5G13830 // AT1G49560 // AT3G25940 // AT5G60040 // AT2G18300 // AT3G19440 // AT1G65470 // AT2G19490 // AT2G43140 // AT5G13080 // AT5G11670 // AT4G06746 // AT1G75670 // AT4G30180 // AT5G40840 // AT5G39660 // AT5G23710 // AT5G03720 // AT1G17960 // AT1G66390 // AT1G73830 
GO:0016310	P	phosphorylation	46	1056	1079	37767	0.0044	0.31	// AT1G66980 // AT3G47090 // AT1G74360 // AT5G65600 // AT5G46330 // AT3G22750 // AT1G09970 // AT3G09010 // AT1G61360 // AT1G10620 // AT5G45780 // AT1G56140 // AT1G51890 // AT4G04490 // AT5G50330 // AT1G11300 // AT1G61400 // AT1G51790 // AT4G39270 // AT1G21245 // AT1G61380 // AT4G21230 // AT1G67520 // AT5G65240 // AT3G46930 // AT4G11460 // AT1G18390 // AT1G61490 // AT1G79680 // AT4G18250 // AT5G46080 // AT1G03740 // AT1G67000 // AT3G47570 // AT1G53430 // AT5G59680 // AT1G61370 // AT1G16820 // AT4G28490 // AT4G20270 // AT5G07620 // AT5G55560 // AT4G29050 // AT2G17290 // AT1G61420 // AT4G27300 
GO:0006820	P	anion transport	7	1056	72	37767	0.0057	0.38	// AT2G34960 // AT2G17290 // AT3G45650 // AT1G50400 // AT4G21120 // AT5G62290 // AT5G60730 
GO:0006139	P	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	114	1056	3198	37767	0.0056	0.38	// AT1G64380 // AT5G26680 // AT1G60850 // AT1G52500 // AT1G06160 // AT4G23550 // AT2G18000 // AT3G21540 // AT2G37430 // AT5G15700 // AT4G14660 // AT3G13782 // AT3G24490 // AT1G29940 // AT5G20600 // AT1G30455 // AT3G50700 // AT4G12750 // AT3G56970 // AT2G41880 // AT3G04670 // AT2G29540 // AT3G47640 // AT3G56980 // AT5G57450 // AT3G13940 // AT4G39780 // AT3G50260 // AT1G18570 // AT3G15150 // AT5G62470 // AT1G29280 // AT5G56950 // AT5G17300 // AT4G17610 // AT2G31970 // AT3G21270 // AT3G57660 // AT2G37690 // AT3G57390 // AT3G26680 // AT1G66370 // AT3G22690 // AT3G62420 // AT1G18400 // AT2G42280 // AT2G31230 // AT3G16220 // AT3G44740 // AT3G48830 // AT1G10585 // AT2G30250 // AT5G26930 // AT1G16820 // AT3G45590 // AT4G14790 // AT4G31620 // AT5G58280 // AT1G01880 // AT2G47300 // AT2G18290 // AT5G41880 // AT1G27890 // AT1G49480 // AT3G43920 // AT2G41240 // AT4G26600 // AT1G25470 // AT2G46400 // AT1G16640 // AT2G40360 // AT2G40200 // AT4G14700 // AT2G22200 // AT4G02460 // AT3G25890 // AT4G04940 // AT1G67120 // AT3G63380 // AT5G56840 // AT1G68990 // AT3G46210 // AT5G04150 // AT3G20330 // AT1G52160 // AT5G61590 // AT5G46920 // AT1G66140 // AT2G24680 // AT5G02320 // AT1G26960 // AT3G52905 // AT1G20000 // AT5G13830 // AT1G49560 // AT3G25940 // AT5G60040 // AT2G18300 // AT3G19440 // AT5G03720 // AT2G19490 // AT2G43140 // AT5G13080 // AT5G11670 // AT4G06746 // AT1G75670 // AT4G30180 // AT5G40840 // AT5G39660 // AT5G23710 // AT1G65470 // AT1G17960 // AT1G66390 // AT1G73830 
GO:0043687	P	post-translational protein modification	51	1056	1248	37767	0.0061	0.39	// AT1G66980 // AT3G47090 // AT1G74360 // AT5G65600 // AT5G46330 // AT3G22750 // AT1G09970 // AT1G01680 // AT3G09010 // AT1G61360 // AT1G10620 // AT5G45780 // AT1G66650 // AT1G56140 // AT1G51890 // AT4G04490 // AT5G50330 // AT1G11300 // AT1G61400 // AT1G51790 // AT4G39270 // AT1G21245 // AT1G61380 // AT4G21230 // AT1G67520 // AT5G65240 // AT3G46930 // AT5G10740 // AT5G53920 // AT4G11460 // AT1G18390 // AT1G61490 // AT2G47110 // AT1G79680 // AT4G18250 // AT5G46080 // AT1G23410 // AT1G03740 // AT1G67000 // AT3G47570 // AT1G53430 // AT5G59680 // AT1G61370 // AT4G27300 // AT4G28490 // AT4G20270 // AT5G07620 // AT5G55560 // AT4G29050 // AT2G17290 // AT1G61420 
GO:0034728	P	nucleosome organization	6	1056	56	37767	0.0067	0.39	// AT2G28720 // AT5G56950 // AT3G13782 // AT1G74560 // AT3G27360 // AT1G65470 
GO:0006334	P	nucleosome assembly	6	1056	56	37767	0.0067	0.39	// AT2G28720 // AT5G56950 // AT3G13782 // AT1G74560 // AT3G27360 // AT1G65470 
GO:0007005	P	mitochondrion organization	5	1056	40	37767	0.0073	0.41	// AT5G09420 // AT5G50810 // AT3G27070 // AT1G61570 // AT1G27390 
GO:0006796	P	phosphate metabolic process	48	1056	1178	37767	0.0081	0.43	// AT1G66980 // AT3G47090 // AT1G74360 // AT5G65600 // AT5G46330 // AT3G22750 // AT1G09970 // AT3G09010 // AT1G61360 // AT1G10620 // AT5G45780 // AT1G56140 // AT1G51890 // AT4G04490 // AT5G50330 // AT1G11300 // AT1G61400 // AT1G51790 // AT4G39270 // AT1G21245 // AT1G61380 // AT4G21230 // AT1G67520 // AT5G65240 // AT3G46930 // AT5G10740 // AT4G11460 // AT1G18390 // AT1G61490 // AT1G79680 // AT4G18250 // AT5G46080 // AT1G03740 // AT1G67000 // AT3G47570 // AT1G53430 // AT5G59680 // AT1G61370 // AT1G16820 // AT4G28490 // AT4G20270 // AT5G07620 // AT5G55560 // AT4G29050 // AT3G02800 // AT2G17290 // AT1G61420 // AT4G27300 
GO:0006793	P	phosphorus metabolic process	48	1056	1179	37767	0.0082	0.43	// AT1G66980 // AT3G47090 // AT1G74360 // AT5G65600 // AT5G46330 // AT3G22750 // AT1G09970 // AT3G09010 // AT1G61360 // AT1G10620 // AT5G45780 // AT1G56140 // AT1G51890 // AT4G04490 // AT5G50330 // AT1G11300 // AT1G61400 // AT1G51790 // AT4G39270 // AT1G21245 // AT1G61380 // AT4G21230 // AT1G67520 // AT5G65240 // AT3G46930 // AT5G10740 // AT4G11460 // AT1G18390 // AT1G61490 // AT1G79680 // AT4G18250 // AT5G46080 // AT1G03740 // AT1G67000 // AT3G47570 // AT1G53430 // AT5G59680 // AT1G61370 // AT1G16820 // AT4G28490 // AT4G20270 // AT5G07620 // AT5G55560 // AT4G29050 // AT3G02800 // AT2G17290 // AT1G61420 // AT4G27300 
GO:0065004	P	protein-DNA complex assembly	6	1056	60	37767	0.0091	0.44	// AT2G28720 // AT5G56950 // AT3G13782 // AT1G74560 // AT3G27360 // AT1G65470 
GO:0009814	P	defense response, incompatible interaction	10	1056	143	37767	0.0093	0.44	// AT1G19250 // AT4G11850 // AT5G44420 // AT1G06160 // AT5G26920 // AT2G14610 // AT1G18350 // AT5G10520 // AT3G04720 // AT1G02860 
GO:0006350	P	transcription	72	1056	1923	37767	0.0094	0.44	// AT5G62470 // AT1G29280 // AT4G31620 // AT5G56840 // AT1G64380 // AT1G60850 // AT5G58280 // AT1G06160 // AT1G68990 // AT3G50260 // AT4G23550 // AT5G04150 // AT3G57660 // AT2G37430 // AT5G15700 // AT5G61590 // AT1G66370 // AT4G14660 // AT3G21270 // AT3G57390 // AT2G29540 // AT1G66140 // AT2G24680 // AT3G24490 // AT1G29940 // AT1G18400 // AT3G04670 // AT1G49480 // AT1G30455 // AT1G20000 // AT2G41240 // AT3G50700 // AT2G46400 // AT4G12750 // AT3G56970 // AT1G49560 // AT1G16640 // AT3G25940 // AT5G17300 // AT5G60040 // AT2G31230 // AT2G40200 // AT2G18000 // AT4G14700 // AT2G18300 // AT3G47640 // AT2G43140 // AT5G13080 // AT1G26960 // AT4G30180 // AT3G56980 // AT1G10585 // AT4G06746 // AT5G02320 // AT2G30250 // AT5G26930 // AT3G25890 // AT1G75670 // AT2G22200 // AT1G67120 // AT3G62420 // AT3G13940 // AT5G39660 // AT4G39780 // AT5G23710 // AT1G25470 // AT5G03720 // AT1G18570 // AT3G16220 // AT2G42280 // AT1G66390 // AT1G73830 
GO:0031497	P	chromatin assembly	6	1056	60	37767	0.0091	0.44	// AT2G28720 // AT5G56950 // AT3G13782 // AT1G74560 // AT3G27360 // AT1G65470 
GO:0006281	P	DNA repair	13	1056	214	37767	0.0097	0.44	// AT5G56950 // AT5G26680 // AT5G40840 // AT3G26680 // AT1G52500 // AT3G13782 // AT1G01880 // AT2G19490 // AT2G31970 // AT1G65470 // AT3G52905 // AT5G57450 // AT4G02460 
GO:0012501	P	programmed cell death	14	1056	244	37767	0.012	0.48	// AT1G58400 // AT3G04220 // AT1G19250 // AT1G16420 // AT5G43740 // AT1G58410 // AT3G54420 // AT1G66090 // AT1G58602 // AT5G47130 // AT1G02860 // AT5G40910 // AT3G13610 // AT2G26560 
GO:0043412	P	macromolecule modification	62	1056	1636	37767	0.012	0.48	// AT1G66980 // AT3G47090 // AT1G74360 // AT5G65600 // AT5G46330 // AT3G22750 // AT1G09970 // AT1G01680 // AT3G09010 // AT1G61360 // AT1G10620 // AT5G45780 // AT1G66650 // AT1G56140 // AT1G27890 // AT1G51890 // AT4G04490 // AT5G50330 // AT1G77550 // AT1G11300 // AT1G61400 // AT1G21245 // AT4G39270 // AT3G22690 // AT1G51790 // AT3G43920 // AT1G61380 // AT4G21230 // AT1G67520 // AT5G65240 // AT3G46930 // AT5G13830 // AT5G10740 // AT5G53920 // AT4G11460 // AT1G18390 // AT4G31790 // AT1G61490 // AT2G47110 // AT1G79680 // AT3G19440 // AT4G18250 // AT5G46080 // AT1G23410 // AT1G03740 // AT1G67000 // AT3G47570 // AT1G37150 // AT1G53430 // AT5G59680 // AT4G17483 // AT2G32430 // AT5G14360 // AT1G61370 // AT4G27300 // AT4G28490 // AT4G20270 // AT5G07620 // AT5G55560 // AT4G29050 // AT2G17290 // AT1G61420 
GO:0006974	P	response to DNA damage stimulus	13	1056	221	37767	0.012	0.48	// AT5G56950 // AT5G26680 // AT5G40840 // AT3G26680 // AT1G52500 // AT3G13782 // AT1G01880 // AT2G19490 // AT2G31970 // AT1G65470 // AT3G52905 // AT5G57450 // AT4G02460 
GO:0006323	P	DNA packaging	6	1056	64	37767	0.012	0.48	// AT2G28720 // AT5G56950 // AT3G13782 // AT1G74560 // AT3G27360 // AT1G65470 
GO:0045087	P	innate immune response	18	1056	347	37767	0.012	0.48	// AT3G04220 // AT1G19250 // AT1G72900 // AT1G02860 // AT5G44420 // AT3G04720 // AT3G54420 // AT1G57630 // AT1G66090 // AT4G11850 // AT2G14610 // AT5G38344 // AT1G18350 // AT1G06160 // AT5G10520 // AT5G26920 // AT2G26560 // AT5G40910 
GO:0006464	P	protein modification process	57	1056	1474	37767	0.011	0.48	// AT1G66980 // AT3G47090 // AT1G74360 // AT5G65600 // AT5G46330 // AT3G22750 // AT1G09970 // AT1G01680 // AT3G09010 // AT1G61360 // AT1G10620 // AT5G45780 // AT1G66650 // AT1G56140 // AT1G51890 // AT4G04490 // AT5G50330 // AT1G77550 // AT1G11300 // AT1G61400 // AT1G21245 // AT4G39270 // AT1G51790 // AT1G61380 // AT4G21230 // AT1G67520 // AT5G65240 // AT3G46930 // AT5G10740 // AT5G53920 // AT4G11460 // AT1G18390 // AT4G31790 // AT1G61490 // AT2G47110 // AT1G79680 // AT4G18250 // AT5G46080 // AT1G23410 // AT1G03740 // AT1G67000 // AT3G47570 // AT1G37150 // AT1G53430 // AT5G59680 // AT4G17483 // AT2G32430 // AT5G14360 // AT1G61370 // AT4G27300 // AT4G28490 // AT4G20270 // AT5G07620 // AT5G55560 // AT4G29050 // AT2G17290 // AT1G61420 
GO:0042435	P	indole derivative biosynthetic process	5	1056	47	37767	0.013	0.51	// AT1G18570 // AT2G30770 // AT5G57890 // AT5G57220 // AT3G26830 
GO:0006865	P	amino acid transport	6	1056	66	37767	0.014	0.51	// AT4G35180 // AT2G34960 // AT3G54830 // AT4G21120 // AT3G56200 // AT5G40780 
GO:0042742	P	defense response to bacterium	11	1056	177	37767	0.014	0.52	// AT1G19250 // AT3G49110 // AT4G11850 // AT5G57220 // AT5G46330 // AT5G26920 // AT2G30770 // AT1G18350 // AT1G77920 // AT1G18570 // AT1G02860 
